id,timestamp,vehicle_id,traffic_density,network_quality,battery,speed,task_type,rl_decision,final_decision,adaptation_reason,explanation
1567,2026-06-24 16:23:50,vehicle_27,LOW,MODERATE,36.66,9.75,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation."
1568,2026-06-24 16:23:51,vehicle_21,MEDIUM,MODERATE,71.27,17.6,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1569,2026-06-24 16:23:52,vehicle_14,HIGH,MODERATE,60.67,20.67,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1570,2026-06-24 16:23:53,vehicle_19,HIGH,MODERATE,43.57,21.47,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1571,2026-06-24 16:23:54,vehicle_25,HIGH,MODERATE,34.96,6.41,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,"High traffic density increases local congestion risk. | Vehicle battery is low, so local execution may be risky. | Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1572,2026-06-24 16:23:55,vehicle_21,HIGH,MODERATE,39.59,5.14,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,"High traffic density increases local congestion risk. | Vehicle battery is low, so local execution may be risky. | Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1573,2026-06-24 16:23:56,vehicle_15,HIGH,MODERATE,50.94,10.3,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1574,2026-06-24 16:23:57,vehicle_3,LOW,MODERATE,24.79,17.36,obstacle_detection,VEHICLE,EDGE,High predicted congestion detected; VEHICLE execution overridden to EDGE.,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1575,2026-06-24 16:23:58,vehicle_11,HIGH,MODERATE,99.13,15.08,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1576,2026-06-24 16:23:59,vehicle_30,HIGH,MODERATE,20.79,18.3,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,"High traffic density increases local congestion risk. | Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1577,2026-06-24 16:24:00,vehicle_2,MEDIUM,MODERATE,42.27,16.24,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1578,2026-06-24 16:24:01,vehicle_28,MEDIUM,MODERATE,63.67,8.72,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1579,2026-06-24 16:24:02,vehicle_27,MEDIUM,MODERATE,91.57,19.08,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1580,2026-06-24 16:24:03,vehicle_16,MEDIUM,MODERATE,30.7,17.97,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1581,2026-06-24 16:24:05,vehicle_12,LOW,MODERATE,32.69,15.92,obstacle_detection,VEHICLE,EDGE,High predicted congestion detected; VEHICLE execution overridden to EDGE.,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1582,2026-06-24 16:24:06,vehicle_30,LOW,MODERATE,57.98,9.01,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1583,2026-06-24 16:24:07,vehicle_26,MEDIUM,MODERATE,77.83,16.32,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1584,2026-06-24 16:24:08,vehicle_1,HIGH,MODERATE,72.99,8.56,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
1585,2026-06-24 16:24:09,vehicle_16,HIGH,MODERATE,25.06,10.34,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,"High traffic density increases local congestion risk. | Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1586,2026-06-24 16:24:10,vehicle_15,LOW,MODERATE,36.35,18.63,obstacle_detection,VEHICLE,EDGE,High predicted congestion detected; VEHICLE execution overridden to EDGE.,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1587,2026-06-24 16:24:11,vehicle_3,LOW,MODERATE,25.61,5.83,obstacle_detection,VEHICLE,EDGE,High predicted congestion detected; VEHICLE execution overridden to EDGE.,"Vehicle battery is low, so local execution may be risky. | Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1588,2026-06-24 16:24:12,vehicle_7,LOW,MODERATE,32.06,18.61,obstacle_detection,VEHICLE,EDGE,High predicted congestion detected; VEHICLE execution overridden to EDGE.,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1589,2026-06-24 16:24:13,vehicle_20,MEDIUM,MODERATE,62.32,12.97,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
1590,2026-06-24 16:24:14,vehicle_30,HIGH,MODERATE,44.71,16.84,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1591,2026-06-24 16:24:15,vehicle_11,LOW,MODERATE,28.59,16.04,obstacle_detection,VEHICLE,EDGE,High predicted congestion detected; VEHICLE execution overridden to EDGE.,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1592,2026-06-24 16:24:16,vehicle_14,LOW,MODERATE,81.88,6.88,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1593,2026-06-24 16:24:17,vehicle_9,HIGH,MODERATE,61.8,12.97,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1594,2026-06-24 16:24:18,vehicle_19,HIGH,MODERATE,34.95,20.23,obstacle_detection,VEHICLE,EDGE,High predicted congestion detected; VEHICLE execution overridden to EDGE.,"High traffic density increases local congestion risk. | Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1595,2026-06-24 16:24:19,vehicle_30,HIGH,MODERATE,26.04,13.49,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,"High traffic density increases local congestion risk. | Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1596,2026-06-24 16:24:20,vehicle_24,LOW,MODERATE,84.99,15.81,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1597,2026-06-24 16:24:21,vehicle_6,MEDIUM,MODERATE,86.47,18.97,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1598,2026-06-24 16:24:22,vehicle_21,HIGH,MODERATE,79.76,17.94,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
1599,2026-06-24 16:24:23,vehicle_12,MEDIUM,MODERATE,42.55,14.93,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1600,2026-06-24 16:24:25,vehicle_21,MEDIUM,MODERATE,43.49,21.42,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
1601,2026-06-24 16:24:26,vehicle_3,HIGH,MODERATE,23.68,17.0,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,"High traffic density increases local congestion risk. | Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation."
1602,2026-06-24 16:24:27,vehicle_18,HIGH,MODERATE,37.61,6.21,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,"High traffic density increases local congestion risk. | Vehicle battery is low, so local execution may be risky. | Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1603,2026-06-24 16:24:28,vehicle_4,LOW,MODERATE,20.86,16.06,obstacle_detection,VEHICLE,EDGE,High predicted congestion detected; VEHICLE execution overridden to EDGE.,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1604,2026-06-24 16:24:29,vehicle_29,LOW,MODERATE,63.08,13.09,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1605,2026-06-24 16:24:30,vehicle_16,MEDIUM,MODERATE,58.7,12.32,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1606,2026-06-24 16:24:31,vehicle_8,MEDIUM,MODERATE,34.21,21.45,obstacle_detection,VEHICLE,EDGE,High predicted congestion detected; VEHICLE execution overridden to EDGE.,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1607,2026-06-24 16:24:32,vehicle_25,HIGH,MODERATE,52.54,17.98,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1608,2026-06-24 16:24:33,vehicle_30,LOW,MODERATE,53.73,16.59,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1609,2026-06-24 16:24:34,vehicle_8,HIGH,MODERATE,22.26,21.14,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,"High traffic density increases local congestion risk. | Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation."
1610,2026-06-24 16:24:35,vehicle_8,LOW,MODERATE,68.36,11.52,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1611,2026-06-24 16:24:36,vehicle_30,HIGH,MODERATE,22.48,14.96,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,"High traffic density increases local congestion risk. | Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation."
1612,2026-06-24 16:24:37,vehicle_29,HIGH,MODERATE,78.47,6.94,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,High traffic density increases local congestion risk. | Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1613,2026-06-24 16:24:38,vehicle_15,LOW,MODERATE,93.42,9.87,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1614,2026-06-24 16:24:39,vehicle_16,HIGH,MODERATE,96.49,7.76,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,High traffic density increases local congestion risk. | Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
1615,2026-06-24 16:24:40,vehicle_16,HIGH,MODERATE,40.54,12.62,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1616,2026-06-24 16:24:41,vehicle_13,LOW,MODERATE,22.22,7.75,obstacle_detection,VEHICLE,EDGE,High predicted congestion detected; VEHICLE execution overridden to EDGE.,"Vehicle battery is low, so local execution may be risky. | Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1617,2026-06-24 16:24:42,vehicle_8,MEDIUM,MODERATE,20.83,11.6,obstacle_detection,VEHICLE,EDGE,High predicted congestion detected; VEHICLE execution overridden to EDGE.,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1618,2026-06-24 16:24:43,vehicle_24,HIGH,MODERATE,48.41,13.03,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1619,2026-06-24 16:24:45,vehicle_10,LOW,MODERATE,73.8,13.23,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1620,2026-06-24 16:24:46,vehicle_1,MEDIUM,MODERATE,37.22,7.32,obstacle_detection,VEHICLE,EDGE,High predicted congestion detected; VEHICLE execution overridden to EDGE.,"Vehicle battery is low, so local execution may be risky. | Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1621,2026-06-24 16:24:47,vehicle_10,HIGH,MODERATE,22.44,13.04,obstacle_detection,VEHICLE,EDGE,High predicted congestion detected; VEHICLE execution overridden to EDGE.,"High traffic density increases local congestion risk. | Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1622,2026-06-24 16:24:48,vehicle_14,HIGH,MODERATE,30.13,8.29,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,"High traffic density increases local congestion risk. | Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1623,2026-06-24 16:24:49,vehicle_30,LOW,MODERATE,90.24,11.58,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1624,2026-06-24 16:24:50,vehicle_19,MEDIUM,MODERATE,84.32,20.09,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1625,2026-06-24 16:24:52,vehicle_21,HIGH,MODERATE,51.52,15.32,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
1626,2026-06-24 16:24:52,vehicle_23,HIGH,MODERATE,81.69,9.28,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1627,2026-06-24 16:24:53,vehicle_13,HIGH,MODERATE,20.24,16.0,obstacle_detection,VEHICLE,EDGE,High predicted congestion detected; VEHICLE execution overridden to EDGE.,"High traffic density increases local congestion risk. | Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1628,2026-06-24 16:24:55,vehicle_28,LOW,MODERATE,72.6,17.19,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1629,2026-06-24 16:24:56,vehicle_24,LOW,MODERATE,70.54,6.12,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
1630,2026-06-24 16:24:57,vehicle_10,HIGH,MODERATE,61.32,9.18,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
1631,2026-06-24 16:24:58,vehicle_2,HIGH,MODERATE,75.31,14.74,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1632,2026-06-24 16:24:59,vehicle_23,LOW,MODERATE,93.06,7.64,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1633,2026-06-24 16:25:00,vehicle_12,HIGH,MODERATE,59.02,11.39,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1634,2026-06-24 16:25:01,vehicle_26,HIGH,MODERATE,52.62,15.09,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
1635,2026-06-24 16:25:02,vehicle_4,MEDIUM,MODERATE,99.14,16.57,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1636,2026-06-24 16:25:03,vehicle_15,MEDIUM,MODERATE,40.94,20.24,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
1637,2026-06-24 16:25:04,vehicle_14,LOW,MODERATE,53.38,16.32,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1638,2026-06-24 16:25:06,vehicle_6,LOW,MODERATE,22.87,12.64,obstacle_detection,VEHICLE,EDGE,High predicted congestion detected; VEHICLE execution overridden to EDGE.,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1639,2026-06-24 16:25:07,vehicle_21,MEDIUM,MODERATE,71.89,6.84,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1640,2026-06-24 16:25:08,vehicle_1,HIGH,MODERATE,88.53,19.89,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1641,2026-06-24 16:25:09,vehicle_5,HIGH,MODERATE,47.97,6.64,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,High traffic density increases local congestion risk. | Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1642,2026-06-24 16:25:10,vehicle_17,HIGH,MODERATE,75.35,5.72,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,High traffic density increases local congestion risk. | Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1643,2026-06-24 16:25:11,vehicle_9,HIGH,MODERATE,97.63,6.75,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,High traffic density increases local congestion risk. | Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1644,2026-06-24 16:25:12,vehicle_16,LOW,MODERATE,46.59,13.77,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1645,2026-06-24 16:25:13,vehicle_21,MEDIUM,MODERATE,70.76,7.9,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1646,2026-06-24 16:25:14,vehicle_20,MEDIUM,MODERATE,47.96,10.62,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1647,2026-06-24 16:25:15,vehicle_5,HIGH,MODERATE,91.07,20.74,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1648,2026-06-24 16:25:16,vehicle_11,MEDIUM,MODERATE,29.37,18.31,obstacle_detection,VEHICLE,EDGE,High predicted congestion detected; VEHICLE execution overridden to EDGE.,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1649,2026-06-24 16:25:17,vehicle_18,MEDIUM,MODERATE,76.79,13.96,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
1650,2026-06-24 16:25:18,vehicle_13,LOW,MODERATE,78.82,9.03,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1651,2026-06-24 16:25:19,vehicle_6,MEDIUM,MODERATE,86.99,11.06,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1652,2026-06-24 16:25:21,vehicle_25,MEDIUM,MODERATE,45.62,12.19,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1653,2026-06-24 16:25:22,vehicle_15,MEDIUM,MODERATE,23.99,7.72,obstacle_detection,VEHICLE,EDGE,High predicted congestion detected; VEHICLE execution overridden to EDGE.,"Vehicle battery is low, so local execution may be risky. | Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1654,2026-06-24 16:25:23,vehicle_5,LOW,MODERATE,90.95,8.53,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1655,2026-06-24 16:25:24,vehicle_11,MEDIUM,MODERATE,74.04,7.42,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1656,2026-06-24 16:25:25,vehicle_1,HIGH,MODERATE,24.49,20.59,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,"High traffic density increases local congestion risk. | Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1657,2026-06-24 16:25:26,vehicle_5,MEDIUM,MODERATE,31.1,10.33,obstacle_detection,VEHICLE,EDGE,High predicted congestion detected; VEHICLE execution overridden to EDGE.,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1658,2026-06-24 16:25:27,vehicle_27,MEDIUM,MODERATE,47.61,15.24,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1659,2026-06-24 16:25:28,vehicle_29,HIGH,MODERATE,36.97,13.91,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,"High traffic density increases local congestion risk. | Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation."
1660,2026-06-24 16:25:29,vehicle_30,HIGH,MODERATE,50.69,21.67,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1661,2026-06-24 16:25:30,vehicle_17,HIGH,MODERATE,80.48,13.66,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1662,2026-06-24 16:25:31,vehicle_11,HIGH,MODERATE,26.83,14.12,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,"High traffic density increases local congestion risk. | Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1663,2026-06-24 16:25:32,vehicle_22,MEDIUM,MODERATE,60.26,10.39,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1664,2026-06-24 16:25:33,vehicle_28,HIGH,MODERATE,68.03,9.63,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
1665,2026-06-24 16:25:34,vehicle_13,HIGH,MODERATE,80.88,18.48,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
1666,2026-06-24 16:25:35,vehicle_16,LOW,MODERATE,30.47,9.16,obstacle_detection,VEHICLE,EDGE,High predicted congestion detected; VEHICLE execution overridden to EDGE.,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1667,2026-06-24 16:25:36,vehicle_1,LOW,MODERATE,86.72,18.82,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1668,2026-06-24 16:25:37,vehicle_7,MEDIUM,MODERATE,60.79,5.83,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1669,2026-06-24 16:25:38,vehicle_7,LOW,MODERATE,74.87,18.54,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
